ags,breitbandversorgung50MbitsProzent,breitbandversorgung100MbitsProzent,breitbandversorgung1000MbitsProzent
08117009,100.0,99.87,93.28
08117010,83.0,42.08,36.01
08117011,94.62,82.76,33.79
08117012,97.86,96.45,61.46
08117014,97.55,95.27,85.82
08117015,94.3,67.84,56.38
08117016,98.29,98.29,98.29
08117017,97.29,96.42,81.13
08117018,97.84,95.71,76.83
08117019,98.53,98.29,88.79
08117020,97.01,95.46,69.35
08117023,99.66,99.66,92.45
08117024,97.81,93.6,59.86
08117025,99.41,97.28,87.94
08117026,98.35,97.76,84.14
08117028,98.98,98.98,94.09
08117029,98.52,97.66,17.97
08117030,99.12,98.33,83.38
08117031,99.42,99.42,99.42
08117033,99.65,99.5,12.15
08117035,96.98,96.52,89.79
08117037,91.3,85.56,65.78
08117038,98.73,98.4,83.17
08117042,97.11,95.5,81.68
08117043,96.08,94.46,51.62
08117044,91.8,76.78,62.68
08117049,95.18,92.55,38.22
08117051,98.0,96.82,80.4
08117053,99.59,94.26,84.39
08117055,89.34,73.45,50.03
08117058,94.73,90.86,44.19
08117060,97.78,97.41,1.41
08117061,97.75,97.31,90.81
08118001,98.02,97.76,51.65
08118003,99.41,98.25,81.07
08118006,99.75,99.24,82.6
08118007,98.71,98.51,58.42
08118010,98.75,96.51,70.8
08118011,99.0,97.64,65.45
08118012,94.37,53.95,1.37
08118014,96.34,95.58,73.33
08118015,98.93,98.6,84.55
08118016,100.0,99.17,95.46
08118018,96.74,96.06,79.61
08118019,99.32,97.73,32.0
08118021,97.08,95.52,22.16
08118027,98.99,86.64,75.68
08118028,96.01,95.51,85.94
08118040,56.74,54.16,49.58
08118046,99.24,99.05,93.0
08118047,97.86,96.61,89.31
08118048,99.37,98.51,79.72
08118049,96.67,92.34,40.01
08118050,97.21,85.9,74.59
08118051,98.37,96.98,76.16
08118053,96.71,95.17,73.88
08118054,98.4,96.14,58.9
08118059,98.53,95.3,8.52
08118060,93.74,92.38,42.44
08118063,84.83,82.16,71.16
08118067,98.39,97.16,79.31
08118068,96.88,93.3,0.13
08118070,96.85,65.23,43.69
08118071,99.33,98.64,85.3
08118073,97.46,91.62,49.5
08118074,99.38,99.31,92.38
08118076,92.63,77.1,48.34
08118077,98.41,97.52,37.98
08118078,99.21,96.48,74.98
08118079,99.13,98.28,72.59
08118080,98.19,95.44,65.95
08118081,97.05,95.88,62.89
08119001,78.88,74.0,26.9
08119003,99.15,99.1,97.3
08119004,84.86,77.36,0.27
08119006,95.49,94.01,38.13
08119008,97.85,96.53,80.86
08119018,96.86,90.26,39.17
08119020,98.67,98.21,78.32
08119024,74.74,44.27,0.47
08119037,44.85,40.51,1.36
08119038,94.3,93.43,70.51
08119041,97.47,94.32,64.7
08119042,65.07,64.3,53.4
08119044,84.59,78.78,23.82
08119053,96.05,68.42,25.99
08119055,98.6,90.96,69.35
08119061,95.46,84.73,28.76
08119067,93.26,86.69,68.56
08119068,99.51,98.17,88.15
08119069,52.02,49.74,44.88
08119075,74.72,70.45,42.27
08119076,98.35,97.47,30.84
08119079,92.01,91.03,63.82
08119083,99.1,96.64,13.37
08119084,95.64,87.6,1.44
08119085,95.71,86.53,60.96
08119086,87.0,73.23,60.38
08119087,76.0,47.41,28.59
08119089,97.51,81.8,13.64
08119090,99.11,94.67,65.71
08119091,95.77,92.15,51.38
08119093,99.17,98.54,76.12
08121000,92.8,85.36,73.7
08125001,99.05,96.05,56.62
08125005,96.38,91.17,66.47
08125006,94.82,86.6,39.49
08125007,98.26,95.26,53.87
08125008,84.63,81.59,29.3
08125013,94.28,83.71,29.75
08125017,40.21,1.98,0.24
08125021,98.57,97.49,0.0
08125024,96.02,93.48,61.12
08125026,89.15,84.41,47.79
08125027,100.0,96.97,0.04
08125030,98.99,97.68,0.89
08125034,97.97,97.05,89.09
08125038,97.88,94.39,55.23
08125039,96.36,92.73,2.18
08125046,97.98,96.24,46.47
08125047,94.34,91.79,70.16
08125048,92.07,64.61,0.13
08125049,93.31,85.13,50.36
08125056,96.54,93.12,80.22
08125057,98.42,94.96,55.59
08125058,94.48,88.95,72.63
08125059,89.55,83.69,0.2
08125061,97.12,92.41,3.09
08125063,89.07,79.61,1.63
08125065,98.92,98.17,88.42
08125066,96.85,89.47,68.02
08125068,61.81,56.51,0.57
08125069,90.4,78.27,13.74
08125074,98.76,96.25,36.76
08125078,97.11,93.16,23.79
08125079,75.15,74.46,64.91
08125081,96.17,87.69,42.81
08125084,79.35,50.41,0.16
08125086,97.34,93.19,68.67
08125087,99.55,99.39,94.4
08125094,98.78,98.54,90.89
08125096,99.94,99.88,0.06
08125098,97.58,95.3,0.42
08125102,98.79,98.34,1.12
08125103,88.71,82.77,13.83
08125107,81.32,78.67,0.1
08125108,98.58,94.47,57.1
08125110,98.1,95.84,56.87
08125111,97.67,92.36,0.3
08125113,97.75,94.54,23.2
08126011,86.33,83.58,67.98
08126020,77.84,76.1,2.01
08126028,87.3,85.26,72.01
08126039,94.57,63.11,56.86
08126045,30.32,24.39,1.07
08126046,95.51,82.84,59.13
08126047,72.29,70.31,42.84
08126056,86.09,45.22,37.93
08126058,89.03,81.26,42.42
08126060,99.71,99.31,95.49
08126066,98.48,94.5,78.47
08126069,90.36,83.2,49.53
08126072,90.07,62.53,0.92
08126085,76.58,72.49,61.49
08126086,96.35,95.66,91.32
08126094,88.52,68.35,31.93
08127008,80.92,51.6,30.45
08127009,71.06,63.94,18.79
08127012,97.96,80.63,66.35
08127013,63.0,54.37,37.11
08127014,98.25,96.67,73.11
08127023,86.27,85.28,77.61
08127025,95.98,93.49,86.87
08127032,85.32,80.0,0.32
08127043,88.16,83.78,39.78
08127046,77.66,74.6,63.18
08127047,56.14,46.56,0.0
08127052,79.18,44.96,0.72
08127056,93.66,91.71,0.35
08127059,94.26,92.67,59.44
08127062,72.8,66.19,60.04
08127063,87.26,68.03,56.07
08127071,83.6,64.37,4.07
08127073,92.89,80.17,0.31
08127075,75.08,69.98,55.81
08127076,96.04,95.04,63.45
08127079,81.35,78.85,72.91
08127086,96.37,93.29,1.18
08127089,87.47,76.12,56.05
08127091,95.48,84.93,0.85
08127099,89.23,83.52,1.98
08127100,97.37,96.91,87.7
08127101,83.58,69.4,63.66
08127102,42.86,6.47,0.47
08127103,67.71,55.17,52.89
08127104,71.7,25.0,20.99
08128006,95.7,86.3,0.11
08128007,99.36,97.59,79.3
08128014,99.15,97.49,1.36
08128020,94.34,90.52,32.01
08128039,96.69,89.66,2.58
08128045,95.21,79.68,1.35
08128047,98.25,92.42,45.24
08128058,99.36,98.35,74.62
08128061,95.92,78.98,0.63
08128064,94.54,90.12,1.74
08128082,97.38,83.37,59.99
08128115,97.97,92.1,45.2
08128126,99.12,97.88,70.85
08128128,95.2,81.41,0.8
08128131,98.21,94.6,66.15
08128137,94.89,89.25,1.88
08128138,97.24,93.58,3.85
08128139,97.83,94.38,25.13
08135010,93.93,68.95,36.68
08135015,82.0,53.99,5.93
08135016,95.14,80.85,59.68
08135019,98.31,93.87,66.03
08135020,98.13,92.0,74.81
08135021,95.22,89.17,78.34
08135025,96.3,81.85,45.48
08135026,98.3,76.26,35.83
08135027,94.86,89.35,54.55
08135031,97.15,77.26,45.57
08135032,90.1,71.72,38.44
08136002,78.92,44.4,27.59
08136003,82.66,55.3,12.32
08136007,72.94,71.46,64.27
08136009,97.02,46.14,37.09
08136010,73.24,45.98,19.3
08136015,94.5,76.33,69.86
08136018,90.09,82.35,82.35
08136019,91.99,80.26,57.02
08136020,89.11,70.54,56.02
08136021,95.09,80.19,0.43
08136024,52.99,39.66,33.05
08136027,63.85,48.4,43.52
08136028,98.39,89.76,50.11
08136029,97.93,96.69,79.83
08136033,87.0,76.56,34.63
08136034,50.7,42.47,29.52
08136035,72.39,57.96,47.42
08136037,93.49,0.69,0.69
08136038,97.91,96.86,86.39
08136040,98.77,98.54,75.92
08136042,99.46,85.74,47.77
08136043,98.61,96.17,54.47
08136044,95.39,91.63,38.04
08136045,91.41,47.22,36.99
08136046,88.33,65.68,62.02
08136049,3.63,1.55,0.52
08136050,95.72,94.3,81.87
08136060,91.9,57.51,49.21
08136061,93.36,85.4,72.86
08136062,79.14,50.0,41.94
08136065,89.65,80.82,55.37
08136066,96.62,86.85,36.0
08136068,73.55,39.39,7.56
08136070,97.3,69.53,65.11
08136071,95.5,5.85,5.7
08136075,70.72,11.36,6.37
08136079,99.0,64.37,18.93
08136082,88.3,77.31,18.12
08136084,78.91,8.66,8.47
08136087,98.81,90.68,89.38
08136088,97.88,86.78,59.86
08136089,92.33,82.16,74.49
08211000,98.49,97.1,48.48
08212000,98.92,98.1,73.1
08215007,99.12,97.02,94.28
08215009,98.28,96.78,56.75
08215017,99.27,97.9,55.17
08215021,99.36,98.92,51.27
08215025,98.55,97.92,91.63
08215029,100.0,99.96,96.65
08215039,99.7,99.24,92.28
08215040,94.15,19.68,19.68
08215046,97.63,94.53,53.91
08215047,89.8,9.11,2.41
08215059,83.43,78.79,38.36
08215064,67.52,63.07,5.3
08215066,98.24,89.23,31.9
08215082,96.48,85.9,2.35
08215084,98.75,94.23,22.45
08215089,99.26,99.26,1.58
08215090,99.09,99.03,94.2
08215094,99.03,99.03,89.46
08215096,87.58,54.16,13.74
08215097,98.9,98.76,55.78
08215099,93.76,67.23,13.25
08215100,98.28,88.62,3.62
08215101,99.58,99.01,91.48
08215102,99.6,99.3,95.78
08215103,99.84,99.8,57.64
08215105,99.53,99.4,48.52
08215106,89.98,79.62,62.56
08215107,99.56,99.56,25.91
08215108,98.62,87.51,79.88
08215109,99.84,99.77,83.04
08215110,99.9,98.95,51.08
08215111,99.36,99.33,38.21
08216002,99.71,99.64,2.22
08216005,99.01,97.2,84.24
08216006,99.37,98.26,0.16
08216007,98.24,96.56,47.73
08216008,96.52,88.96,40.92
08216009,97.27,93.71,49.56
08216012,100.0,99.86,95.71
08216013,84.65,75.31,0.2
08216015,98.43,97.71,45.5
08216017,97.51,86.29,49.79
08216022,96.07,92.04,19.12
08216023,93.32,86.28,0.92
08216024,98.65,95.51,26.71
08216028,28.11,24.0,0.29
08216029,99.21,98.15,74.96
08216033,98.93,98.34,36.93
08216039,99.76,99.67,92.38
08216041,96.39,93.87,0.08
08216043,97.48,88.35,67.05
08216049,98.71,97.97,65.05
08216052,100.0,99.59,92.13
08216059,98.63,97.45,68.0
08216063,90.78,42.48,2.57
08221000,94.42,94.05,66.64
08222000,98.9,98.41,97.25
08225001,94.55,87.88,0.05
08225002,94.32,88.55,2.28
08225009,91.54,84.1,0.17
08225010,98.78,93.74,0.17
08225014,96.66,94.56,59.94
08225024,96.09,90.38,0.0
08225032,92.4,86.96,0.24
08225033,97.43,92.88,0.1
08225039,96.02,92.58,71.79
08225042,96.21,95.4,0.0
08225052,93.92,86.79,0.16
08225058,97.86,95.34,31.42
08225060,90.58,83.4,0.84
08225064,96.14,93.19,0.41
08225067,96.03,91.15,1.68
08225068,97.34,95.32,0.13
08225074,96.71,92.87,1.41
08225075,94.65,86.84,0.32
08225082,92.97,83.14,0.31
08225091,94.05,87.24,0.06
08225109,95.0,90.65,52.43
08225113,93.22,77.29,0.68
08225114,94.0,89.88,0.0
08225115,96.79,90.18,0.12
08225116,95.43,75.16,2.01
08225117,97.04,90.21,41.63
08225118,95.72,89.22,12.66
08226003,98.63,97.52,89.21
08226006,96.4,92.26,75.45
08226009,100.0,99.66,97.79
08226010,99.32,98.85,60.12
08226012,99.38,98.78,93.04
08226013,94.03,83.67,62.03
08226017,34.85,0.1,0.1
08226018,99.6,98.85,92.24
08226020,97.61,96.76,96.34
08226022,99.71,98.54,0.0
08226027,100.0,99.46,97.3
08226028,99.12,97.05,89.76
08226029,59.17,16.07,6.52
08226031,98.98,95.13,68.72
08226032,99.03,98.17,46.57
08226036,99.4,99.38,92.45
08226037,95.86,91.39,22.39
08226038,98.1,97.34,59.62
08226040,98.77,95.94,56.44
08226041,98.27,95.78,68.84
08226046,95.97,75.79,0.0
08226048,97.35,95.05,61.28
08226049,78.54,69.37,22.85
08226054,93.76,78.04,0.09
08226055,67.36,64.4,0.12
08226056,89.66,77.62,44.73
08226058,76.79,59.51,0.0
08226059,99.94,99.94,34.91
08226060,99.64,99.44,94.87
08226062,99.48,99.1,92.89
08226063,99.46,98.78,65.31
08226065,80.51,77.37,6.56
08226066,94.18,89.67,0.0
08226068,99.36,98.72,90.85
08226076,99.57,98.99,9.29
08226080,91.07,80.69,39.09
08226081,91.85,6.01,5.84
08226082,84.63,81.15,54.56
08226084,99.06,98.6,65.61
08226085,95.53,82.49,59.17
08226086,97.4,91.2,0.0
08226091,96.27,88.85,50.02
08226095,99.48,99.03,94.61
08226096,94.75,94.04,66.71
08226097,94.42,91.67,8.17
08226098,98.51,95.46,77.54
08226099,33.45,29.84,0.0
08226101,95.85,78.62,0.43
08226102,95.23,90.05,2.43
08226103,99.26,99.22,71.41
08226104,97.99,20.58,9.84
08226105,97.81,93.59,26.08
08226106,92.1,57.38,0.26
08226107,98.13,94.96,58.61
08231000,98.83,97.74,83.96
08235006,68.24,56.26,46.6
08235007,98.1,95.26,10.72
08235008,68.65,65.64,46.98
08235018,86.93,86.93,0.0
08235020,87.29,63.54,1.77
08235022,98.93,68.49,46.6
08235025,62.68,53.68,17.1
08235029,97.71,95.01,59.03
08235032,59.66,47.86,0.64
08235033,89.11,69.62,40.41
08235035,98.94,44.64,36.95
08235046,93.08,73.61,61.42
08235047,85.49,48.87,1.55
08235050,22.66,19.11,0.53
08235055,65.16,60.99,0.26
08235057,98.5,97.79,93.58
08235060,100.0,99.49,92.01
08235065,77.52,73.88,41.23
08235066,35.6,25.83,0.36
08235067,99.56,98.34,95.2
08235073,73.01,69.28,33.11
08235079,79.7,76.27,56.39
08235080,89.24,76.75,41.86
08235084,62.51,20.76,4.26
08235085,96.78,91.9,44.32
08236004,90.3,88.22,12.15
08236011,99.85,99.65,92.69
08236013,89.75,50.84,0.11
08236019,99.0,97.81,63.98
08236025,98.16,93.36,36.39
08236028,97.61,94.15,0.43
08236030,99.88,98.82,0.71
08236031,99.16,95.7,85.87
08236033,91.86,88.18,33.52
08236038,97.85,87.89,36.07
08236039,71.58,65.24,28.51
08236040,97.82,71.46,50.74
08236043,71.03,60.15,33.25
08236044,70.52,55.64,40.31
08236046,98.78,96.1,64.33
08236050,97.7,96.29,59.79
08236061,94.04,79.4,0.41
08236062,82.54,79.87,53.99
08236065,98.18,32.15,18.16
08236067,55.8,54.89,19.11
08236068,75.65,36.78,0.25
08236070,99.33,99.0,89.84
08236071,99.4,99.03,53.07
08236072,84.48,69.04,33.99
08236073,99.57,98.32,81.83
08236074,99.63,97.5,0.04
08236075,99.63,99.41,89.9
08236076,98.37,97.63,43.8
08237002,59.11,26.78,0.18
08237004,94.96,94.12,87.4
08237019,93.27,57.43,37.67
08237024,97.82,92.68,74.14
08237027,95.97,87.25,74.64
08237028,95.4,75.48,57.58
08237030,95.32,93.82,0.0
08237032,78.28,0.0,0.0
08237040,94.12,69.45,39.47
08237045,89.9,62.91,43.49
08237054,95.09,93.89,0.24
08237061,96.99,94.95,50.78
08237072,10.53,1.05,1.05
08237073,72.91,37.76,0.21
08237074,79.28,67.08,0.41
08237075,41.31,34.88,0.23
08311000,98.86,94.79,68.45
08315003,96.78,94.36,85.35
08315004,97.98,95.03,86.34
08315006,92.8,90.8,53.95
08315007,95.96,85.98,0.0
08315008,95.14,6.18,4.96
08315013,98.05,79.51,0.95
08315014,83.63,81.77,0.0
08315015,96.83,91.23,55.85
08315016,6.01,2.15,1.86
08315020,84.97,71.91,1.57
08315022,98.05,77.15,23.71
08315028,96.29,84.93,0.74
08315030,98.75,88.44,0.0
08315031,62.63,52.23,0.85
08315033,97.99,80.61,5.72
08315037,22.54,16.5,0.82
08315039,63.5,61.9,27.69
08315041,83.15,74.14,0.07
08315043,83.86,73.56,12.02
08315047,98.92,97.8,93.32
08315048,97.99,75.67,3.28
08315050,84.08,71.69,0.19
08315051,97.74,89.62,0.0
08315052,34.41,28.98,1.5
08315056,69.87,62.34,0.21
08315059,94.88,90.34,15.5
08315064,96.67,93.04,60.76
08315068,43.72,40.04,0.2
08315070,94.13,58.26,46.2
08315072,93.38,65.75,0.19
08315073,99.83,99.79,95.38
08315074,98.59,97.08,30.93
08315076,94.61,72.72,37.64
08315084,65.4,32.36,3.27
08315089,100.0,99.91,85.89
08315094,67.41,55.85,1.53
08315095,74.52,62.92,1.45
08315098,96.7,95.02,51.84
08315102,58.78,52.14,45.88
08315107,99.62,87.59,3.01
08315108,96.02,95.06,62.72
08315109,87.98,76.27,0.36
08315111,97.33,63.92,18.32
08315113,82.91,79.21,64.14
08315115,98.92,98.23,83.37
08315125,99.06,91.86,0.0
08315130,73.94,63.21,0.18
08315131,93.68,70.43,3.36
08315132,98.54,83.34,2.7
08315133,93.83,78.91,1.23
08316002,95.75,78.93,0.17
08316003,79.36,64.28,0.44
08316009,99.6,98.36,87.38
08316010,89.99,81.52,0.13
08316011,97.75,94.29,64.41
08316012,96.97,92.4,4.87
08316013,96.64,92.39,0.0
08316014,95.06,87.97,1.37
08316017,97.75,95.65,0.08
08316020,96.29,91.83,1.46
08316024,95.59,90.58,0.97
08316036,97.82,92.1,0.97
08316037,96.24,93.38,2.37
08316038,96.81,93.2,0.28
08316039,92.69,88.25,2.8
08316042,88.07,81.91,0.3
08316043,97.35,94.11,23.6
08316045,96.05,16.27,9.66
08316049,97.06,93.88,0.34
08316051,96.73,85.97,2.43
08316053,95.54,87.22,0.52
08316054,84.35,73.62,1.51
08316055,90.96,85.85,3.24
08316056,96.32,84.28,20.65
08317001,97.18,91.13,66.81
08317005,99.18,94.08,70.81
08317008,80.42,76.67,0.25
08317009,97.35,90.19,77.33
08317011,91.93,85.25,33.92
08317021,93.77,89.78,56.73
08317026,94.25,92.32,68.84
08317029,63.33,23.94,0.45
08317031,98.79,96.89,11.77
08317034,89.26,83.54,35.93
08317039,85.22,57.48,0.18
08317040,96.89,91.77,40.5
08317041,92.89,88.67,64.19
08317046,82.02,75.24,0.32
08317047,97.98,96.27,70.63
08317051,80.53,70.92,0.2
08317056,91.46,83.32,1.01
08317057,94.48,87.04,38.24
08317059,98.87,96.86,77.92
08317065,97.01,94.25,49.26
08317067,68.26,59.46,1.04
08317068,63.02,32.93,2.14
08317073,98.94,97.61,85.86
08317075,95.0,0.06,0.06
08317078,80.22,71.72,1.39
08317085,79.15,66.94,2.84
08317088,75.69,59.35,0.1
08317089,92.2,80.41,27.94
08317093,83.92,76.67,47.12
08317096,99.47,99.03,86.15
08317097,98.05,96.4,81.76
08317098,79.12,61.55,0.05
08317100,99.74,99.35,89.1
08317102,84.28,68.84,0.22
08317110,94.83,85.92,49.76
08317113,98.97,97.21,84.49
08317114,99.52,99.46,91.07
08317116,94.17,72.75,39.08
08317118,98.99,97.98,97.98
08317121,63.36,57.53,0.38
08317122,99.53,99.22,91.72
08317126,3.4,0.31,0.31
08317127,93.19,87.46,0.27
08317129,83.06,65.74,0.32
08317141,91.81,74.12,29.73
08317145,88.07,81.58,60.41
08317146,91.99,83.39,34.77
08317150,96.92,87.56,0.29
08317151,88.2,42.56,0.99
08317152,99.58,99.26,90.43
08317153,96.63,80.45,0.4
08325001,93.08,80.69,0.63
08325009,99.0,97.47,0.69
08325011,98.7,94.46,58.96
08325012,94.4,74.09,0.11
08325014,97.91,94.29,57.15
08325015,95.9,94.09,43.39
08325024,94.04,89.63,66.57
08325036,87.53,74.98,56.09
08325045,97.89,94.02,62.76
08325049,99.2,97.76,46.73
08325050,87.65,83.83,60.74
08325051,92.5,89.14,70.84
08325053,96.18,91.98,66.0
08325057,96.94,93.43,71.82
08325060,99.43,98.43,68.19
08325061,98.58,95.68,84.09
08325064,98.96,98.59,92.89
08325069,98.82,94.47,71.59
08325070,96.36,90.13,1.56
08325071,88.57,58.98,44.07
08325072,98.69,97.53,78.91
08326003,98.15,96.84,87.1
08326005,91.01,79.4,78.22
08326006,98.41,95.2,48.1
08326010,98.59,97.3,87.24
08326012,98.47,98.0,39.0
08326017,72.42,69.09,60.1
08326020,63.98,61.88,45.59
08326027,98.32,96.44,84.34
08326031,87.3,80.91,49.22
08326037,99.34,99.12,17.87
08326041,93.28,83.15,4.01
08326052,80.21,74.3,58.49
08326054,82.38,67.07,0.16
08326055,94.51,67.73,66.68
08326060,88.21,79.62,52.86
08326061,99.1,97.47,93.71
08326065,94.69,93.64,91.2
08326068,62.0,60.08,45.32
08326074,99.01,95.8,79.77
08326075,99.6,99.55,88.56
08327002,97.0,96.69,91.81
08327004,90.67,85.78,1.78
08327005,96.77,96.16,85.45
08327006,99.1,97.76,93.43
08327007,96.38,96.19,89.33
08327008,98.5,78.28,0.0
08327009,92.19,89.19,1.04
08327010,97.51,97.42,91.24
08327011,98.22,96.88,84.57
08327012,99.24,96.19,95.69
08327013,99.18,92.59,71.6
08327016,98.42,98.35,0.22
08327017,99.44,99.0,92.54
08327018,97.91,97.71,89.83
08327019,99.06,99.06,91.3
08327020,100.0,100.0,94.04
08327023,98.79,98.79,91.52
08327025,91.63,83.27,43.47
08327027,97.44,85.17,0.26
08327029,96.51,72.48,0.0
08327030,99.61,98.83,0.58
08327033,94.65,68.72,0.27
08327036,99.17,98.72,0.32
08327038,63.11,25.72,0.62
08327040,90.43,75.12,0.0
08327041,97.51,93.15,3.12
08327046,98.73,98.57,92.17
08327048,99.02,98.82,91.73
08327049,98.97,96.23,85.38
08327050,99.56,99.19,57.76
08327051,98.99,98.49,35.56
08327054,100.0,99.94,95.45
08327055,97.61,97.61,91.65
08327056,95.99,94.79,90.22
08327057,66.74,50.28,9.46
08335001,85.63,50.46,0.31
08335002,96.8,87.51,64.61
08335015,7.07,1.36,0.27
08335021,82.18,20.95,5.58
08335022,86.92,67.48,25.45
08335025,65.51,32.87,0.0
08335026,97.52,97.37,90.7
08335028,95.08,94.16,78.09
08335035,70.01,58.94,32.99
08335043,98.46,97.93,86.76
08335055,94.65,46.15,0.81
08335057,70.31,35.21,21.97
08335061,87.86,31.23,5.31
08335063,94.09,84.48,53.47
08335066,97.88,97.32,86.51
08335075,93.84,88.66,67.49
08335077,94.47,94.07,83.95
08335079,89.43,74.91,15.19
08335080,52.39,37.81,0.1
08335081,87.63,37.11,3.11
08335096,84.48,1.3,1.3
08335097,96.9,90.9,0.06
08335098,72.64,44.37,1.58
08335099,97.8,96.85,85.48
08335100,98.64,93.0,57.18
08336004,15.42,6.47,6.47
08336006,59.22,38.7,22.4
08336008,99.18,95.51,2.17
08336010,6.25,6.25,4.17
08336014,86.13,14.84,5.62
08336019,97.88,95.93,2.39
08336024,93.02,26.58,26.58
08336025,30.94,26.46,18.83
08336034,95.56,0.0,0.0
08336036,96.82,95.34,1.06
08336043,99.41,98.4,60.39
08336045,75.97,66.89,11.64
08336050,99.61,98.91,92.79
08336057,97.37,87.14,1.86
08336069,86.9,83.72,70.75
08336073,98.16,92.52,5.64
08336075,90.03,90.03,0.0
08336078,69.8,60.92,2.31
08336079,78.11,72.08,6.04
08336080,1.52,0.0,0.0
08336081,96.08,91.44,57.46
08336082,97.74,89.78,1.72
08336084,64.31,62.62,50.24
08336087,75.03,61.03,0.27
08336089,70.73,57.32,0.0
08336090,83.15,83.15,83.15
08336091,99.17,98.8,86.74
08336094,89.55,83.58,70.9
08336096,41.91,41.08,41.08
08336100,73.89,73.89,17.22
08336103,69.43,48.45,27.52
08336104,5.98,0.45,0.45
08336105,95.18,84.87,48.87
08336106,10.51,10.05,10.05
08336107,35.79,28.19,25.31
08337002,75.56,70.74,0.16
08337013,13.44,8.47,0.21
08337022,69.08,65.53,42.88
08337027,1.91,0.88,0.44
08337030,62.48,61.73,1.13
08337032,98.96,90.41,31.62
08337038,24.35,21.15,0.16
08337039,68.12,58.15,10.59
08337045,98.13,98.13,0.34
08337049,5.04,3.15,0.24
08337051,67.61,65.56,1.65
08337053,97.77,97.77,97.77
08337059,1.57,0.39,0.39
08337060,78.39,70.61,0.45
08337062,52.55,43.9,0.3
08337065,98.54,94.9,82.8
08337066,57.9,50.88,27.96
08337070,58.85,56.48,0.0
08337076,65.16,64.37,45.22
08337090,12.77,11.1,0.0
08337096,99.66,99.52,4.01
08337097,61.09,58.59,0.27
08337106,32.74,24.41,0.17
08337108,43.02,38.23,0.11
08337116,84.8,83.51,9.7
08337118,26.87,17.83,0.24
08337123,96.81,88.97,0.49
08337124,100.0,88.27,35.96
08337125,97.0,63.7,28.61
08337126,96.52,93.37,46.64
08337127,86.73,77.09,1.82
08337128,50.44,46.17,0.79
08415014,97.57,95.91,58.83
08415019,97.71,95.9,72.76
08415027,84.11,33.02,1.56
08415028,84.43,29.84,0.0
08415029,100.0,86.64,74.71
08415034,45.46,42.09,0.84
08415039,94.32,93.84,77.03
08415048,95.0,93.97,61.03
08415050,98.45,95.4,56.73
08415053,79.8,58.17,34.1
08415058,91.2,81.82,1.03
08415059,98.89,96.75,77.28
08415060,97.47,85.78,49.51
08415061,98.39,93.97,64.95
08415062,99.17,95.93,4.46
08415073,91.58,78.54,51.58
08415078,95.66,94.67,82.49
08415080,98.51,96.33,49.89
08415085,55.29,43.95,13.89
08415087,96.36,78.14,4.37
08415088,92.24,85.54,34.39
08415089,93.26,48.48,34.65
08415090,89.5,19.68,0.46
08415091,95.2,87.07,52.72
08415092,96.47,92.82,44.43
08415093,84.1,71.68,54.51
08416006,86.05,54.87,0.12
08416009,99.23,97.51,57.83
08416011,87.25,87.25,69.88
08416015,97.88,97.06,53.32
08416018,99.34,99.01,93.3
08416022,99.36,99.12,91.67
08416023,99.2,97.76,66.7
08416025,97.79,87.72,64.59
08416026,98.42,86.76,66.87
08416031,99.46,99.21,93.97
08416036,92.42,63.1,43.66
08416041,98.41,97.13,81.34
08416048,98.77,97.07,51.1
08416049,90.48,24.27,1.79
08416050,87.78,36.28,1.11
08417002,95.34,85.08,49.38
08417008,98.01,92.69,58.0
08417010,98.56,92.62,0.0
08417013,63.99,46.52,20.03
08417014,83.74,0.0,0.0
08417015,98.66,85.71,79.24
08417016,97.94,96.56,89.55
08417022,93.41,78.54,0.08
08417023,94.81,69.57,59.61
08417025,91.96,81.38,17.7
08417029,96.88,72.77,0.45
08417031,95.42,81.85,63.34
08417036,99.09,98.93,93.29
08417044,91.2,74.45,30.73
08417045,84.2,83.98,80.55
08417047,75.59,51.87,0.28
08417051,80.03,60.53,45.32
08417052,96.74,81.31,0.89
08417054,91.56,83.97,2.07
08417057,95.9,91.84,1.28
08417063,98.74,98.38,93.18
08417071,100.0,100.0,0.0
08417075,80.36,63.38,7.46
08417078,97.99,97.99,1.01
08417079,97.84,93.88,48.04
08421000,98.44,97.46,62.78
08425002,82.95,70.52,44.14
08425004,98.72,96.15,0.0
08425005,94.74,1.02,0.88
08425008,87.68,59.35,53.21
08425011,95.13,0.73,0.73
08425013,91.06,22.36,22.36
08425014,98.18,98.18,91.17
08425017,86.81,82.49,2.1
08425019,96.48,2.75,2.53
08425020,93.53,84.87,62.71
08425022,95.16,0.0,0.0
08425024,96.77,0.0,0.0
08425028,98.43,94.7,60.81
08425031,94.9,74.17,32.1
08425033,91.69,76.49,39.64
08425035,100.0,98.7,0.0
08425036,79.08,32.92,0.92
08425039,96.97,90.95,38.47
08425050,98.75,88.22,0.25
08425052,95.19,90.38,0.0
08425055,99.0,93.0,2.0
08425062,98.21,0.89,0.89
08425064,89.97,62.98,56.23
08425066,93.88,76.33,2.48
08425071,87.88,57.74,35.45
08425072,92.09,80.78,60.42
08425073,5.12,0.0,0.0
08425075,97.91,49.95,33.5
08425079,62.25,33.49,2.96
08425081,82.96,49.44,37.17
08425083,95.48,87.95,9.94
08425084,54.17,44.21,6.13
08425085,90.35,0.88,0.0
