ags,breitbandversorgung50MbitsProzent,breitbandversorgung100MbitsProzent,breitbandversorgung1000MbitsProzent
13076003,96.6,90.48,0.68
13076004,31.34,16.04,0.37
13076005,84.48,75.47,0.98
13076006,96.94,96.94,94.56
13076007,6.11,3.93,3.93
13076008,1.96,0.0,0.0
13076009,32.67,20.32,1.99
13076010,95.98,88.44,35.18
13076011,97.87,97.87,97.87
13076012,91.44,51.87,0.0
13076013,9.02,0.75,0.75
13076014,83.52,81.07,74.04
13076015,100.0,100.0,100.0
13076016,4.7,0.83,0.83
13076017,94.04,87.61,0.46
13076018,4.3,0.0,0.0
13076019,1.83,0.61,0.61
13076020,23.84,20.29,0.46
13076021,38.0,34.67,0.67
13076023,64.74,62.18,0.0
13076024,68.71,53.87,0.65
13076025,40.42,35.21,0.17
13076026,100.0,100.0,100.0
13076027,96.4,79.14,0.72
13076029,56.74,33.91,1.09
13076030,7.04,1.41,1.41
13076032,69.0,44.39,1.25
13076033,79.08,67.78,0.21
13076034,59.03,50.4,0.13
13076035,31.04,21.28,0.48
13076036,100.0,100.0,100.0
13076037,12.21,6.9,0.71
13076038,77.4,61.92,1.47
13076039,31.5,8.27,3.54
13076040,98.12,98.12,97.74
13076041,8.49,0.0,0.0
13076044,86.36,67.05,1.14
13076046,93.36,70.85,0.0
13076048,91.94,81.98,0.11
13076049,48.94,45.96,0.43
13076050,92.65,89.65,80.01
13076051,38.99,29.82,0.46
13076053,69.48,55.42,0.4
13076054,64.56,47.78,0.95
13076055,64.53,48.84,0.58
13076056,82.93,57.32,0.0
13076057,2.6,2.6,2.6
13076058,99.13,98.91,97.38
13076060,97.33,95.44,82.28
13076062,96.94,96.94,96.94
13076063,46.43,38.33,24.05
13076064,79.87,59.75,0.63
13076065,8.41,0.0,0.0
13076067,3.85,0.0,0.0
13076068,5.53,4.35,1.58
13076069,86.28,62.82,0.36
13076070,73.68,52.63,0.0
13076071,96.96,92.4,0.38
13076072,100.0,100.0,100.0
13076073,99.01,99.01,99.01
13076075,98.94,98.94,98.94
13076076,64.23,46.34,2.44
13076077,100.0,100.0,100.0
13076078,15.99,7.88,0.68
13076079,84.21,76.78,0.0
13076080,61.16,58.93,0.45
13076082,76.56,52.33,0.2
13076085,24.36,17.14,0.3
13076086,85.34,72.31,0.0
13076087,92.91,77.56,0.39
13076088,86.21,73.6,0.22
13076089,75.84,70.51,5.85
13076090,92.65,89.61,76.41
13076092,75.5,53.56,0.28
13076093,65.09,42.92,5.66
13076094,50.09,36.68,0.18
13076096,85.79,77.87,0.0
13076097,70.51,56.41,0.0
13076098,84.82,81.25,0.89
13076099,96.76,75.93,0.0
13076100,91.54,89.23,0.0
13076101,100.0,100.0,100.0
13076102,68.83,51.85,0.0
13076103,77.16,61.85,0.22
13076104,86.51,79.61,4.28
13076105,86.41,76.58,29.22
13076106,20.36,0.6,0.6
13076107,97.02,93.68,85.97
13076108,95.93,94.38,0.4
13076109,96.73,96.73,96.73
13076110,1.09,0.55,0.55
13076111,81.69,63.73,0.34
13076112,91.03,80.22,1.19
13076113,93.01,81.4,6.79
13076114,92.7,90.6,33.67
13076115,79.0,57.68,0.0
13076116,85.96,78.72,0.43
13076117,96.93,93.24,46.31
13076118,82.68,74.97,0.63
13076119,17.2,1.6,0.4
13076120,30.28,27.5,1.11
13076121,100.0,100.0,100.0
13076122,85.82,63.93,16.67
13076125,100.0,100.0,100.0
13076126,32.99,22.51,1.37
13076128,100.0,100.0,100.0
13076129,3.66,2.44,2.44
13076130,100.0,100.0,100.0
13076131,81.94,65.28,3.47
13076133,32.87,25.46,1.54
13076134,77.6,58.2,0.0
13076135,93.28,83.6,0.27
13076136,60.26,48.25,2.18
13076138,33.15,6.08,5.52
13076140,55.58,43.49,3.72
13076141,59.89,38.5,1.07
13076142,14.77,9.55,1.69
13076143,57.81,34.0,5.56
13076145,94.67,79.56,0.44
13076146,5.31,0.0,0.0
13076147,100.0,100.0,100.0
13076148,98.83,98.83,98.83
13076151,13.75,7.5,0.0
13076152,13.62,8.46,2.53
13076153,100.0,100.0,100.0
13076154,97.98,96.13,92.78
13076155,43.27,36.73,17.14
13076156,96.41,94.62,0.26
13076158,79.64,52.1,1.2
13076159,65.42,62.52,1.13
13076160,64.03,54.46,0.0
13076161,89.73,81.62,2.16
13076162,92.68,85.63,0.0
13076163,100.0,100.0,100.0
13076164,89.43,82.99,0.46
13076165,100.0,100.0,100.0
13076166,100.0,100.0,100.0
13076167,100.0,100.0,100.0
13076168,87.28,75.33,62.17
13076169,68.85,46.28,0.23
14511000,98.35,97.55,87.91
14521010,93.87,93.41,88.02
14521020,98.0,55.41,8.38
14521035,95.19,87.6,6.87
14521040,99.92,96.61,31.56
14521060,83.51,38.54,0.61
14521080,83.01,68.14,0.0
14521090,100.0,100.0,100.0
14521110,43.6,36.43,0.3
14521120,95.5,83.68,33.3
14521130,51.51,43.68,0.74
14521140,73.67,53.63,0.2
14521150,68.79,61.32,14.94
14521160,92.67,85.9,12.24
14521170,66.55,59.62,0.32
14521180,14.66,10.18,0.14
14521200,99.02,93.37,50.35
14521210,30.73,27.86,0.06
14521220,80.28,80.02,56.09
14521230,98.97,96.82,92.92
14521240,65.92,57.24,5.64
14521250,99.17,97.76,71.99
14521260,91.31,78.91,29.54
14521270,100.0,99.01,99.01
14521280,56.34,50.14,9.86
14521290,97.92,93.04,0.51
14521310,95.26,79.67,2.02
14521320,80.53,62.54,0.7
14521330,78.45,67.82,1.03
14521340,95.03,90.67,0.1
14521355,97.09,88.01,0.09
14521370,87.02,78.6,13.97
14521380,70.93,26.55,23.85
14521390,98.47,97.85,84.0
14521400,96.08,91.68,0.12
14521410,96.13,92.59,70.55
14521420,86.44,69.7,42.11
14521430,75.47,73.76,52.56
14521440,86.02,83.29,39.04
14521450,95.51,90.97,3.64
14521460,91.7,81.35,50.52
14521495,94.16,86.12,36.37
14521500,88.14,85.33,6.99
14521510,78.36,66.13,6.61
14521520,92.96,77.61,0.42
14521530,91.0,19.67,2.47
14521540,36.84,35.1,19.27
14521550,83.75,79.69,15.13
14521560,96.42,89.57,0.03
14521570,93.03,92.73,14.64
14521590,86.0,33.12,16.17
14521600,12.17,11.03,11.03
14521610,84.66,78.69,0.6
14521620,97.43,91.54,3.81
14521630,91.04,70.55,4.0
14521640,96.28,84.76,31.73
14521670,83.77,83.23,63.99
14521690,98.73,98.61,26.72
14521700,81.4,74.2,23.41
14521710,54.29,48.98,14.83
14522010,77.08,66.91,8.43
14522020,59.76,56.82,8.01
14522035,89.31,81.94,0.87
14522050,90.55,85.22,36.56
14522060,98.64,98.01,18.28
14522070,91.81,87.11,58.29
14522080,87.35,81.62,10.81
14522090,68.42,57.89,0.66
14522110,80.0,78.2,0.15
14522120,79.38,49.2,0.19
14522140,97.2,93.91,32.58
14522150,95.71,91.77,43.46
14522170,75.87,55.24,0.84
14522180,95.14,92.36,13.87
14522190,60.7,52.25,8.31
14522200,60.81,58.96,42.98
14522210,56.12,43.16,0.11
14522220,50.78,45.35,1.34
14522230,90.7,77.39,1.23
14522240,54.4,41.19,14.7
14522250,78.56,68.38,16.82
14522260,99.65,98.96,22.47
14522280,61.68,33.24,6.97
14522290,31.09,0.15,0.15
14522300,86.48,71.39,0.46
14522310,60.95,51.27,2.59
14522320,88.13,86.76,4.66
14522330,71.12,54.83,10.71
14522340,88.15,66.34,0.08
14522350,78.93,64.32,0.09
14522360,88.92,81.18,23.43
14522380,99.91,99.53,12.41
14522390,88.23,77.82,34.04
14522400,93.14,76.25,0.08
14522420,88.83,80.84,0.29
14522430,33.86,17.6,0.06
14522440,86.57,73.0,2.2
14522450,89.68,80.31,0.17
14522460,84.97,77.74,26.99
14522470,80.66,60.87,0.53
14522480,50.75,32.93,0.29
14522490,91.65,84.8,23.2
14522500,75.94,55.79,0.42
14522510,87.43,77.71,0.21
14522520,54.86,49.05,7.23
14522530,69.54,52.32,14.35
14522540,74.73,53.81,0.67
14522550,96.5,88.51,2.28
14522570,89.82,81.53,21.06
14522580,57.55,52.81,0.55
14522590,82.28,62.03,0.25
14522600,92.61,62.81,19.21
14522620,50.53,29.68,0.46
14523010,76.68,71.23,27.88
14523020,70.83,67.21,47.67
14523030,73.22,60.92,1.0
14523040,78.98,66.6,46.06
14523050,92.87,86.56,0.41
14523060,76.68,64.84,0.53
14523080,78.22,62.21,0.5
14523090,98.15,94.45,7.94
14523100,96.21,91.32,70.77
14523120,93.64,90.55,16.48
14523130,94.31,82.3,2.53
14523150,95.37,86.91,41.29
14523160,93.1,87.56,61.9
14523170,43.77,37.36,0.03
14523190,92.37,79.19,0.15
14523200,80.86,70.97,46.7
14523230,97.66,89.65,9.68
14523245,89.04,79.41,49.6
14523260,92.18,90.6,57.94
14523270,84.01,65.84,2.08
14523280,46.33,40.99,6.99
14523290,95.36,89.56,14.85
14523300,54.94,51.71,4.75
14523310,95.92,84.82,9.65
14523320,85.54,79.22,35.36
14523330,65.85,35.49,0.08
14523340,95.98,94.09,58.47
14523360,28.35,26.11,5.62
14523365,80.8,73.82,8.32
14523370,90.76,85.08,35.52
14523380,69.23,62.95,20.72
14523410,92.19,83.71,0.0
14523420,93.52,80.85,0.15
14523430,69.42,64.5,15.76
14523440,90.57,79.12,0.51
14523450,88.63,81.52,8.44
14523460,96.93,78.48,0.15
14524010,95.81,85.55,14.27
14524020,91.79,77.92,14.88
14524030,92.79,82.52,9.18
14524040,89.55,72.92,5.39
14524050,72.22,54.74,0.65
14524060,88.78,84.23,72.02
14524070,99.54,96.25,1.69
14524080,94.08,89.47,3.04
14524090,87.85,78.59,0.38
14524100,78.96,62.27,0.17
14524110,88.43,80.48,0.17
14524120,99.82,96.17,22.88
14524130,84.52,70.97,9.85
14524140,83.96,62.8,0.18
14524150,95.25,84.32,1.69
14524160,71.58,65.97,8.14
14524170,76.8,66.6,0.09
14524180,95.44,88.95,32.83
14524190,58.78,55.72,4.38
14524200,75.94,62.27,0.24
14524210,68.58,57.46,18.23
14524220,99.08,93.66,23.69
14524230,99.65,97.01,21.15
14524240,88.94,74.04,0.43
14524250,94.73,88.6,2.72
14524260,84.65,75.2,0.0
14524270,77.3,51.35,0.27
14524280,98.07,89.99,10.95
14524290,84.42,73.02,0.05
14524300,96.52,92.28,81.0
14524310,95.2,84.98,0.0
14524320,94.83,89.4,10.01
14524330,95.06,90.11,10.94
14612000,98.26,96.66,77.4
14625010,40.82,33.42,3.72
14625020,97.3,95.72,54.79
14625030,78.64,34.19,8.21
14625040,95.65,91.09,9.41
14625060,96.35,93.2,60.32
14625080,95.37,93.06,39.85
14625090,98.07,91.87,0.09
14625100,92.85,83.63,9.53
14625110,55.38,46.12,2.2
14625120,95.83,72.87,6.14
14625130,89.26,77.12,43.5
14625140,90.21,76.8,0.52
14625150,76.12,66.93,9.41
14625160,89.23,79.73,37.86
14625170,57.78,37.86,16.86
14625180,97.75,91.5,0.0
14625190,77.95,56.05,6.05
14625200,96.76,87.46,12.45
14625220,77.69,60.75,5.66
14625230,95.39,89.08,10.08
14625240,84.35,76.63,11.96
14625250,97.17,91.02,66.66
14625270,22.56,19.09,7.32
14625280,51.27,41.93,3.75
14625290,90.37,73.98,0.17
14625300,89.97,70.7,0.52
14625310,50.31,42.44,5.14
14625320,3.04,0.0,0.0
14625330,79.64,69.28,19.53
14625340,73.97,62.78,13.11
14625350,96.6,87.53,5.22
14625360,95.13,89.48,43.13
14625370,74.81,61.52,0.0
14625380,88.01,85.98,85.98
14625390,84.28,71.18,20.84
14625410,29.43,27.17,26.7
14625420,68.37,60.56,7.91
14625430,92.45,80.36,0.36
14625440,96.57,91.55,50.8
14625450,81.2,78.41,63.29
14625460,93.96,85.44,71.15
14625470,96.68,86.02,4.74
14625480,97.84,93.09,62.85
14625490,96.66,89.34,71.36
14625500,67.93,47.24,23.85
14625510,81.1,70.1,0.0
14625525,47.93,38.14,1.5
14625530,76.68,70.03,14.53
14625550,93.59,45.48,35.73
14625560,76.51,64.81,19.45
14625570,95.02,81.86,37.61
14625580,78.35,78.21,78.21
14625590,70.77,53.78,0.15
14625600,97.04,87.45,13.21
14625610,95.72,91.76,55.31
14625630,95.87,93.9,84.99
14625640,85.88,77.83,15.63
14626010,91.17,79.69,0.05
14626020,90.57,72.38,0.0
14626030,84.4,67.05,0.0
14626050,92.91,78.35,2.87
14626060,60.05,45.95,0.36
14626070,90.04,67.75,0.65
14626085,94.73,87.23,0.03
14626100,86.86,66.62,0.94
14626110,94.88,92.57,79.88
14626120,41.09,19.35,0.43
14626140,95.77,84.41,0.0
14626150,86.95,70.02,0.18
14626160,75.16,52.47,0.33
14626170,83.1,66.76,0.14
14626180,61.93,52.23,0.24
14626190,7.98,0.87,0.77
14626200,85.01,74.16,0.58
14626210,97.14,87.6,0.0
14626230,80.33,64.39,0.18
14626240,50.09,43.1,0.76
14626245,87.98,75.61,0.16
14626250,82.66,70.14,0.18
14626260,77.48,58.06,0.0
14626270,92.72,70.06,0.12
14626280,90.27,76.3,0.0
14626290,90.1,83.83,31.63
14626300,50.05,36.84,0.27
14626310,92.16,69.43,0.0
14626320,57.0,49.49,0.2
14626330,79.62,74.73,0.48
14626350,91.49,73.56,0.67
14626370,91.28,80.11,1.12
14626390,89.24,65.42,0.08
14626400,94.06,81.44,0.0
14626410,87.25,68.56,0.34
14626420,93.09,86.44,0.25
14626430,96.05,74.34,0.0
14626440,5.22,1.23,1.23
14626450,87.17,73.06,1.36
14626460,92.56,78.61,3.03
14626470,80.55,57.42,0.0
14626480,86.72,73.3,0.14
14626490,34.09,20.25,0.61
14626500,83.95,65.53,0.89
14626510,88.48,85.87,0.93
14626520,2.0,0.14,0.14
14626530,96.41,86.76,0.0
14626560,57.25,2.21,1.97
14626570,66.14,56.85,0.12
14626580,57.88,46.74,0.56
14626590,83.1,62.41,1.21
14626600,93.76,87.6,4.25
14626610,97.28,93.89,0.46
14627010,95.77,91.11,19.91
14627020,62.19,56.28,0.62
14627030,4.86,0.46,0.21
14627040,86.87,72.58,0.42
14627050,95.57,88.96,0.03
14627060,88.49,76.1,0.06
14627070,77.1,68.81,0.2
14627080,53.03,41.89,0.45
14627100,39.44,27.76,1.41
14627110,10.16,6.1,0.51
14627130,64.11,61.66,0.49
14627140,96.53,94.06,85.1
14627150,92.16,76.89,0.26
14627170,69.68,62.46,0.17
14627180,47.67,42.53,0.21
14627190,86.99,74.23,0.04
14627200,27.75,22.21,0.46
14627210,97.35,90.92,56.22
14627220,85.75,65.25,1.06
14627230,91.18,87.9,1.15
14627240,91.93,69.15,0.07
14627250,74.38,52.3,2.83
14627260,75.15,60.03,0.14
14627270,61.35,54.71,0.06
14627290,69.83,61.09,0.37
14627310,96.8,90.95,0.28
14627340,42.06,14.39,0.0
14627360,78.98,68.8,0.25
14628010,82.78,69.58,18.76
14628020,75.83,56.09,0.32
14628030,94.21,88.68,1.86
14628040,76.29,3.65,0.0
14628050,82.84,64.96,5.89
14628060,85.04,71.86,27.39
14628070,91.77,84.04,0.5
14628080,92.7,78.23,41.33
14628090,58.08,51.1,0.0
14628100,44.33,29.59,0.2
14628110,97.64,90.31,81.44
14628130,91.13,84.92,0.37
14628140,74.0,53.1,1.11
14628150,84.1,59.96,0.6
14628160,97.17,94.27,44.39
14628170,90.97,84.49,1.85
14628190,64.73,45.75,0.12
14628205,73.77,54.84,0.27
14628210,79.31,52.7,0.0
14628220,78.35,63.98,3.11
14628230,34.36,31.14,0.15
14628240,45.09,40.48,0.13
14628250,91.71,69.97,0.1
14628260,85.38,71.95,29.12
14628270,94.94,91.21,76.68
14628300,95.26,87.55,26.89
14628310,56.58,27.96,0.33
14628320,94.16,73.6,0.0
14628330,55.31,35.28,0.3
14628340,95.39,91.75,0.24
14628360,85.73,74.72,1.46
14628370,73.12,53.12,0.0
14628380,74.64,57.85,1.73
14628390,84.32,33.66,0.0
14628400,87.79,69.68,1.01
14628410,94.2,81.21,9.26
14713000,98.35,96.82,80.32
14729010,87.64,79.03,8.59
14729020,98.99,96.09,42.94
14729030,82.34,23.13,9.27
14729040,97.09,90.55,1.74
14729050,96.71,87.71,45.58
14729060,97.57,84.49,15.91
14729070,95.37,80.17,0.98
14729080,82.78,69.94,6.35
14729100,81.44,59.73,5.69
14729140,76.63,64.85,2.09
14729150,71.96,60.96,19.88
14729160,67.66,61.07,16.52
14729170,52.93,48.32,0.72
14729190,91.85,80.42,4.56
14729220,94.83,88.29,0.77
14729245,94.05,75.14,0.59
14729250,82.39,74.75,13.28
14729260,99.35,98.6,85.84
14729270,89.18,65.35,59.31
14729300,95.77,85.62,8.79
14729320,89.9,64.56,2.38
14729330,95.1,82.84,0.0
14729340,94.02,87.8,0.37
14729350,82.95,74.71,2.69
14729360,95.05,86.88,8.28
14729370,97.43,91.65,50.63
14729380,88.08,76.45,27.22
14729400,74.06,65.03,0.48
14729410,96.0,90.27,15.76
14729430,90.72,83.28,6.75
14730010,93.47,86.51,81.88
14730020,84.28,82.11,62.6
14730030,78.23,73.98,54.28
14730045,33.32,26.19,0.68
14730050,39.63,36.12,20.55
14730060,82.85,77.6,31.53
14730070,95.65,92.02,39.95
14730080,93.76,83.85,1.19
14730090,45.91,40.14,21.47
14730100,73.8,46.86,0.32
14730110,96.06,91.88,10.43
14730120,61.76,46.46,21.93
14730140,78.86,78.5,66.93
14730150,92.96,78.77,21.62
14730160,89.78,85.51,13.73
14730170,86.18,85.97,74.49
14730180,93.93,75.39,1.12
14730190,30.74,24.12,8.9
14730200,67.34,59.42,32.62
14730210,88.84,64.43,29.33
14730230,53.82,52.54,42.93
14730250,92.77,83.97,5.92
14730270,96.16,93.73,28.29
14730280,95.24,83.45,0.0
14730300,96.97,93.96,87.31
14730310,94.55,90.79,69.7
14730320,33.09,26.35,26.35
14730330,77.41,66.45,28.29
14730340,80.94,68.24,3.59
14730360,36.97,25.64,7.26
15001000,85.0,82.55,9.58
15002000,94.04,88.96,38.94
15003000,92.57,89.51,37.04
15081026,75.44,62.41,0.38
15081030,60.05,49.88,0.43
15081045,89.84,82.14,2.68
15081095,88.68,83.03,2.26
15081105,18.11,11.49,0.46
15081135,85.79,77.54,28.29
15081225,94.17,85.71,0.28
15081240,69.92,57.29,0.19
15081280,89.48,81.96,0.3
15081290,92.47,84.18,0.75
15081440,91.32,78.31,0.0
15081455,94.06,88.13,0.21
15081545,90.77,77.06,0.25
15082005,91.43,87.07,0.1
15082015,94.79,91.19,10.76
15082180,95.68,93.06,6.4
15082241,95.55,87.32,1.89
15082256,79.85,70.98,0.4
15082301,25.11,23.91,10.16
15082340,97.33,88.88,10.39
15082377,85.9,78.57,6.25
15082430,85.16,81.07,2.07
15082440,86.21,78.05,9.52
15083020,94.38,88.58,0.0
15083025,94.52,82.78,0.1
15083030,76.13,66.06,0.11
15083035,91.28,79.82,2.73
15083040,98.5,95.27,8.56
15083060,89.84,81.25,0.0
15083115,91.08,91.08,63.24
15083120,6.71,2.94,0.7
15083125,89.59,78.93,0.38
15083130,87.21,64.15,0.0
15083190,99.01,62.12,0.5
15083205,95.0,87.99,0.79
15083230,65.91,58.3,0.89
15083245,91.78,81.07,0.23
15083270,95.77,92.4,3.62
15083275,97.61,96.47,26.07
15083298,89.66,81.28,3.87
15083320,79.89,64.61,0.18
15083323,88.97,80.2,0.28
15083355,96.86,83.57,0.0
15083361,82.88,47.95,0.0
15083390,53.71,48.64,1.0
15083411,42.02,39.42,32.55
15083415,87.8,81.61,50.27
15083440,95.0,89.1,0.1
15083485,94.33,81.47,0.92
15083490,97.42,85.4,1.58
15083505,100.0,93.28,1.99
15083515,96.56,44.91,0.31
15083531,85.42,73.21,6.07
15083535,97.6,83.09,0.23
15083557,84.15,72.66,0.0
15083565,92.77,87.81,0.36
15083580,93.07,86.98,0.12
15084012,81.31,71.83,1.28
15084013,88.93,78.82,7.63
15084015,90.68,81.83,31.09
15084025,79.29,75.0,4.66
15084115,97.44,93.02,1.47
15084125,87.77,84.44,4.05
15084130,92.01,70.8,4.79
15084132,89.17,76.9,0.0
15084133,77.12,64.02,1.85
15084135,95.24,90.14,24.95
15084150,98.55,92.22,9.22
15084170,96.14,85.62,0.21
15084207,74.28,67.74,2.18
15084235,45.66,40.48,2.64
15084246,95.23,86.34,6.31
15084250,91.61,81.49,12.12
15084275,93.43,73.46,7.07
15084282,63.47,56.5,0.94
15084285,92.51,82.01,9.92
15084315,88.84,73.39,4.79
15084335,94.74,77.76,7.5
15084341,89.73,80.71,21.17
15084355,68.7,64.8,16.42
15084360,81.58,66.96,0.51
15084375,84.55,73.34,10.06
15084442,84.56,78.34,0.0
15084445,89.26,83.47,13.22
15084470,98.2,88.96,5.63
15084490,93.71,88.5,10.39
15084550,89.0,84.25,47.17
15084560,91.22,86.34,12.2
15084565,93.69,92.23,5.46
15084590,97.52,92.17,51.97
15085040,52.03,42.63,4.36
15085055,85.14,79.34,8.99
15085090,97.7,95.26,0.27
15085110,87.81,76.63,3.46
15085125,96.98,87.41,6.3
15085135,96.91,92.11,1.2
15085140,97.81,93.05,1.05
15085145,50.01,46.37,7.26
15085160,96.75,92.88,0.31
15085185,91.03,80.04,0.22
15085190,64.07,59.89,16.31
15085227,80.29,69.9,0.0
15085228,93.52,85.33,6.63
15085230,76.26,62.61,0.05
15085235,87.43,82.27,5.6
15085285,96.49,93.06,16.22
15085287,98.54,89.31,0.0
15085330,94.46,85.47,1.51
15085365,96.4,89.99,3.6
15085370,94.31,92.08,31.14
15086005,87.63,70.95,0.48
15086015,92.97,86.87,2.04
15086035,93.49,81.99,0.15
15086040,95.49,89.76,8.67
15086055,91.34,80.04,5.97
15086080,91.18,85.11,27.84
15086140,92.58,81.91,0.32
15086145,94.6,82.56,0.54
15087010,93.33,84.44,0.42
15087015,95.2,86.05,0.54
15087031,92.41,84.22,6.67
15087045,96.89,96.07,0.09
15087055,32.72,28.65,1.71
15087070,94.89,92.34,0.0
15087075,52.6,49.48,9.9
15087101,98.13,93.15,0.0
15087125,96.64,90.41,0.0
15087130,90.55,87.37,1.34
15087165,89.61,79.38,0.22
15087205,97.11,88.5,0.15
15087210,89.64,76.85,0.4
15087220,92.34,90.46,0.91
15087250,89.6,76.07,0.17
15087260,89.47,83.05,0.17
15087275,61.61,55.39,1.5
15087370,92.56,87.69,6.27
15087386,60.78,53.15,1.13
15087412,93.52,85.83,22.3
15087440,95.37,87.95,1.14
15087470,88.11,81.24,4.69
15088020,91.4,78.18,6.4
15088025,91.83,71.49,2.56
15088030,98.58,89.15,0.24
15088065,71.05,67.56,15.33
15088100,97.94,86.6,24.15
15088150,97.3,88.17,25.99
15088195,74.5,67.54,1.71
15088205,91.17,77.03,30.72
15088216,92.83,83.6,5.96
15088220,92.27,85.03,10.25
15088235,37.56,33.08,0.47
15088250,94.94,77.22,0.0
15088265,91.61,71.26,0.29
15088295,31.45,27.51,0.8
15088305,90.11,79.96,14.76
15088319,94.64,83.43,22.0
15088330,87.24,66.22,12.45
15088340,91.96,69.91,0.0
15088355,97.17,89.93,0.53
15088365,93.95,82.3,9.8
15089005,63.07,46.66,0.08
15089015,84.28,77.48,5.51
15089026,68.99,65.78,0.5
15089030,95.37,91.72,7.62
15089041,77.12,72.65,0.34
15089042,80.62,58.93,0.11
15089043,68.04,63.26,38.41
15089045,97.18,87.83,0.0
15089055,93.73,92.25,67.5
15089075,99.23,98.88,76.21
15089130,93.83,82.82,0.0
15089165,49.19,38.67,0.05
15089175,72.6,61.57,1.52
15089185,83.91,69.96,0.0
15089195,93.35,86.46,15.21
15089235,97.04,92.34,1.48
15089245,78.62,70.72,0.33
15089305,95.83,89.51,0.86
15089307,72.15,43.52,2.77
15089310,76.26,65.59,2.08
15089365,96.5,93.01,61.7
15090003,57.75,42.25,0.29
15090007,95.09,86.73,0.33
15090008,46.59,32.94,0.24
15090010,98.01,96.02,96.02
15090070,84.86,71.34,0.75
15090135,81.8,80.1,35.92
15090180,83.63,72.66,0.0
15090220,93.99,93.03,90.62
15090225,91.44,87.26,54.14
15090245,76.63,72.69,58.57
15090270,88.97,83.21,0.0
15090285,92.37,91.67,69.07
15090310,92.11,81.38,0.37
15090415,91.88,82.37,0.47
15090435,87.07,74.14,0.0
15090445,97.12,94.01,92.24
15090485,94.76,89.19,0.0
15090500,86.56,65.15,0.19
15090520,85.94,80.03,0.38
15090535,91.89,86.03,28.32
15090546,95.82,92.47,22.76
15090550,94.77,92.84,70.53
15090610,19.04,7.12,0.62
15090631,53.47,49.43,1.62
15090635,35.71,18.28,0.21
15091010,71.57,58.5,6.51
15091020,57.81,47.53,0.35
15091060,72.99,61.46,30.99
15091110,55.36,48.38,12.04
15091145,92.77,85.31,34.78
15091160,85.4,78.33,1.63
15091241,24.13,20.41,14.76
15091375,93.16,87.93,63.21
15091391,41.05,32.57,5.69
16051000,97.52,93.99,64.18
16052000,95.34,92.85,65.87
16053000,98.21,96.24,13.86
16054000,94.15,91.72,60.06
16055000,99.35,97.1,75.74
16056000,99.58,96.11,39.8
16061001,74.7,71.84,0.72
16061002,88.52,86.89,3.28
16061003,98.17,92.07,2.03
16061007,97.22,96.3,0.93
16061012,95.07,85.21,0.0
16061014,97.71,80.15,0.0
16061015,94.09,85.96,0.0
16061017,92.6,85.26,0.61
16061018,99.08,97.23,0.0
16061019,91.83,86.38,0.0
16061021,96.63,93.26,0.0
16061023,34.15,14.63,7.32
16061024,100.0,98.25,0.0
16061026,97.21,94.43,0.0
16061027,92.84,91.16,0.0
16061028,100.0,100.0,0.0
16061031,98.27,84.42,0.0
16061032,95.76,95.76,0.0
16061033,95.59,95.59,0.0
16061034,93.88,84.69,0.0
16061035,90.14,74.04,0.6
16061036,97.1,94.61,0.0
16061037,95.28,79.64,0.0
16061039,98.44,81.25,0.0
16061041,97.08,94.46,0.29
16061044,97.14,88.21,0.0
16061045,95.49,92.53,0.83
16061047,87.61,82.48,0.0
16061048,91.44,66.93,0.0
16061049,72.96,1.19,0.4
16061056,98.54,98.05,0.49
16061057,94.26,88.93,0.0
16061058,95.57,80.26,0.0
16061062,23.08,0.0,0.0
16061063,96.38,90.94,3.44
16061065,95.35,91.47,0.0
16061066,92.39,90.22,0.0
16061067,83.99,81.05,1.31
16061068,96.69,93.39,0.0
16061069,81.88,81.88,2.17
16061074,97.55,73.2,45.71
16061075,92.42,89.39,0.0
16061076,96.08,90.52,8.82
16061077,91.4,88.17,0.0
16061078,97.73,94.32,1.14
16061082,97.66,85.98,0.0
16061083,97.85,82.8,1.08
16061084,92.73,89.09,0.0
16061085,7.32,0.0,0.0
16061086,100.0,100.0,0.0
16061089,96.0,74.22,0.89
16061091,91.92,90.91,0.0
16061094,93.86,89.47,0.0
16061096,92.25,86.62,0.0
16061097,94.01,92.94,0.0
16061098,17.48,0.97,0.97
16061101,97.41,92.75,0.0
16061102,93.98,77.44,0.0
16061103,99.33,99.33,0.0
16061105,17.24,0.0,0.0
16061107,96.92,80.22,0.0
16061111,98.32,92.02,0.0
16061113,78.68,70.0,0.33
16061114,95.92,88.84,0.4
16061115,93.46,88.1,5.07
16061116,95.73,86.43,0.06
16061117,66.91,45.93,6.64
16061118,96.21,89.55,0.87
16062005,90.83,70.96,0.15
16062008,100.0,0.0,0.0
16062009,98.27,82.22,0.25
16062024,100.0,90.22,0.0
16062026,96.75,76.22,0.0
16062033,95.02,93.49,57.85
16062037,98.47,86.2,0.0
16062041,95.02,91.41,0.67
16062049,96.46,81.51,0.07
16062054,92.04,57.03,0.27
16062062,67.58,61.8,0.2
16062063,83.38,61.15,0.21
16062064,94.99,44.83,0.23
16062065,90.55,77.4,0.17
16062066,80.85,62.19,8.84
16063003,93.46,85.94,0.49
16063004,93.29,80.99,0.0
16063006,99.1,95.48,0.9
16063008,100.0,81.68,0.0
16063011,97.76,94.4,0.19
