baseRent,livingSpace,noRooms,condition,interiorQual,lift,typeOfFlat,telekomUploadSpeed,floor,garden,heatingType,yearConstructed,lon,lat
700.0,71.0,2,7,2.414155260346322,0,1.0,40.0,0,0,4,1975,6.819787907271785,51.30910385
375.0,74.92,3,8,2.414155260346322,0,2.0,40.0,2,1,2,1935,11.652323191156835,52.1433325
521.32,70.28,3,7,2.414155260346322,1,2.0,40.0,3,0,1,1989,13.5911324,52.5452832
239.0,43.0,1,1,2.0,0,1.0,40.0,0,0,9,1909,7.5379403,51.3070931
975.0,99.75,3,1,2.0,1,2.0,40.0,4,0,2,1914,13.7656553,51.0589133
575.0,83.0,3,1,3.0,0,3.0,40.0,3,0,10,1964,6.4941519,50.8048701
950.0,116.0,4,1,2.0,0,1.0,40.0,0,1,4,1970,9.2005685,49.9694498
220.0,42.85,1,1,2.414155260346322,0,2.0,40.0,2,0,2,1900,11.0489313,51.8806659
352.0,66.51,2,3,2.414155260346322,0,2.0,2.4,4,0,2,1981,12.2616081,51.3161568
385.0,56.0,2,1,2.0,0,2.0,40.0,2,0,2,1996,6.428661358466032,51.16628535
1400.0,102.6,3,2,3.0,1,9.0,10.0,3,0,2,2019,6.817813665450775,51.190844
350.0,68.89,3,5,2.0,0,2.0,40.0,2,0,1,1977,12.8818612,50.8034465
299.05,64.0,2,7,2.0,1,2.0,2.4,6,0,2,1973,7.38612715,51.44528425
650.0,62.36,2,7,2.414155260346322,0,2.0,10.0,3,0,10,1900,13.210093,52.5279287
1450.0,158.0,5,3,3.0,0,10.0,2.4,1,1,2,1954,8.311728264886296,48.78068795
230.0,47.37,1,1,2.414155260346322,0,2.5008447819779844,40.0,1,0,2,1932,12.656081150000004,51.4672298
289.0,55.0,2,1,3.0,0,3.0,2.4,4,0,4,1995,11.4640751,51.7633248
340.7,69.05,4,5,2.414155260346322,0,2.0,2.4,2,0,2,1960,11.992058534720572,51.3344731
690.0,51.91,2,7,2.414155260346322,0,2.0,40.0,1,0,2,1954,9.965845871487604,53.5826801
200.0,40.45,2,1,2.0,0,1.0,40.0,0,0,1,1946,13.7511739,50.7641457
1047.6,87.3,3,6,3.0,1,2.0,40.0,4,0,2,1961,11.3651744,48.1293915
208.0,32.0,1,1,2.0,1,2.0,2.4,2,0,4,1993,13.8685493,50.9761512
885.0,100.3,3,5,2.0,0,2.0,40.0,3,0,1,1950,8.674811061945611,50.5862735
284.48,37.93,1,6,3.0,1,2.0,40.0,6,0,2,1988,13.589371479209966,52.543521850000005
680.0,85.0,2,3,3.0,0,9.0,40.0,0,1,7,1983,7.408996,51.4172652
799.0,90.0,2,4,3.0,1,1.0,2.4,0,1,2,2016,8.1980492,53.2490239
1279.0,30.0,1,3,4.0,0,2.0,10.0,1,0,10,1870,6.941469110717469,50.93716475
250.0,64.0,3,6,2.414155260346322,0,2.5008447819779844,40.0,0,1,1,1886,12.377205749999998,50.73211735
455.0,65.0,3,7,3.0,0,6.0,10.0,1,0,2,1907,11.9795548,51.4697277
495.0,82.0,3,1,2.414155260346322,0,2.5008447819779844,40.0,2,0,10,1960,6.8920186,51.4519212
350.0,75.0,2,1,2.0,0,2.0,40.0,4,0,1,1954,7.095784069532112,51.509417850000006
249.0,50.0,3,1,2.0,0,2.0,40.0,1,1,2,1938,7.109734735124562,51.56375485
501.28,72.44,3,1,2.0,1,1.0,40.0,0,0,1,1999,9.8333014,52.3382561
579.27,48.56,2,7,2.414155260346322,0,2.0,40.0,2,0,4,1954,8.243713778509337,50.00511395
410.0,51.13,2,1,2.0,0,2.0,10.0,2,0,2,1994,8.225719720962035,53.10960905
283.25,34.0,1,1,2.0,0,2.0,40.0,5,0,1,1958,13.3073038,52.4993933
985.0,176.0,4,1,2.0,0,4.0,10.0,0,1,7,1981,9.843269526020409,52.56872495
373.0,67.16,3,1,3.0,0,1.0,40.0,0,0,1,1956,12.9333822,50.8246575
320.0,70.0,3,5,2.0,0,3.0,2.4,3,1,10,2004,7.338865462265867,51.6509671
576.0,57.6,2,1,2.414155260346322,1,2.0,2.4,7,0,2,1975,9.983917813006956,53.6837833
790.0,79.0,2,6,2.0,0,2.0,40.0,3,0,10,1910,13.4376299,52.4511815
1550.0,123.0,3,1,3.0,0,2.0,40.0,2,0,2,2010,8.9381604,48.6616311
340.67,69.0,2,7,2.0,0,2.0,10.0,1,0,2,1930,12.2890763,52.2670979
448.14,64.02,3,5,2.414155260346322,0,2.0,40.0,1,0,4,1930,11.9593989,51.512816
318.74,59.4,2,1,2.0,0,2.5008447819779844,40.0,4,0,2,1996,14.6525861,52.141827
275.0,50.0,2,1,2.0,0,5.0,10.0,2,0,1,1953,7.101045124448508,51.52583975
227.1,44.53,2,6,2.0,0,2.5008447819779844,40.0,2,0,2,1937,12.071968,50.8759008
450.0,90.0,3,9,1.0,0,2.0,2.4,2,0,2,1970,9.3671179,50.2716374
400.0,42.21,2,5,2.0,0,6.0,10.0,0,0,2,1972,10.703728691101611,53.84386615
383.0,67.02,3,7,2.414155260346322,0,2.5008447819779844,2.4,1,0,10,1965,7.352932456605416,51.66573395
450.0,50.0,2,5,2.0,0,2.0,40.0,4,0,1,1960,12.1170184,54.0736446
1250.0,115.0,3,1,4.0,1,1.0,2.4,1,1,7,2012,7.228558682763976,51.4501324
1150.0,156.0,6,6,2.0,0,1.0,10.0,0,0,4,1957,6.569336196336577,51.3298548
170.0,32.0,1,1,2.0,0,3.0,40.0,4,1,2,1922,12.9330199,50.8279916
1000.0,80.0,2,2,3.0,0,2.0,40.0,4,0,7,1964,7.0062436,50.9611628
540.0,73.0,3,5,3.0,0,2.0,40.0,3,0,10,1962,8.127835896681496,53.52804535
255.0,47.6,2,7,2.0,0,3.0,40.0,3,0,2,1940,10.340326,52.1690903
1090.0,140.0,4,4,3.0,1,2.0,10.0,6,0,2,1972,9.8573908,52.3586428
300.0,30.1,1,1,3.0,0,1.0,2.4,0,0,2,1998,10.8917046,48.2631742
320.0,68.28,4,3,2.0,0,2.0,40.0,2,0,2,1978,12.548217,50.7650994
510.0,63.0,2,1,2.414155260346322,1,2.0,40.0,1,0,1,2001,8.7764098,52.9984898
390.0,51.98,2,2,3.0,1,2.0,40.0,1,0,8,2017,7.0137042,51.9584308
304.0,57.0,3,5,2.0,0,2.5008447819779844,40.0,4,0,1,1985,14.388324801894315,52.5345413
500.0,49.0,2,1,2.414155260346322,0,3.0,40.0,4,0,4,1927,9.32489765,48.73505445
940.0,110.0,3,1,3.0,1,7.0,2.4,3,0,2,1999,8.9818917,50.1620113
650.0,68.0,2,5,3.0,0,1.0,2.4,0,1,2,1954,8.5149291,51.9877417
140.0,32.65,1,7,2.414155260346322,0,2.5008447819779844,40.0,1,0,1,1979,13.2775293,53.5770777
390.0,65.0,2,3,3.0,1,1.0,2.4,0,0,1,1977,6.709620773485423,51.3985217
420.0,75.82,3,5,2.0,0,4.0,40.0,3,0,2,1904,12.4898512,50.7182025
380.0,70.0,3,1,3.0,0,3.0,40.0,4,0,2,1997,11.0592377,51.89341
575.0,82.45,4,3,2.0,0,2.0,10.0,2,1,10,1954,7.2876704,51.2928684
720.0,96.0,4,1,2.0,0,2.0,40.0,2,0,2,1982,9.6149742,47.7839768
300.0,60.72,3,1,2.414155260346322,0,2.0,40.0,0,0,1,1962,10.8841928,51.3627638
425.0,39.0,2,1,2.0,0,3.0,40.0,3,0,2,1972,10.8941325,48.2808752
295.0,54.76,2,6,2.0,0,6.0,2.4,0,0,2,1910,13.3457837,50.9154631
368.65,65.83,2,1,2.0,0,1.0,40.0,0,0,10,1956,6.7178113,51.4121222
347.0,59.73,3,7,2.414155260346322,0,2.0,40.0,3,0,1,1974,11.9466809,51.45629905
945.0,100.0,4,3,2.414155260346322,1,2.0,40.0,5,0,2,1973,9.298060289545871,48.742458600000006
590.0,60.0,2,5,3.0,0,2.0,40.0,4,0,2,1955,8.8119291,53.0819097
397.0,62.58,3,7,2.414155260346322,0,2.5008447819779844,40.0,4,0,1,1961,13.2709365,53.5461795
466.0,51.82,1,1,3.0,1,2.0,40.0,2,1,2,2000,6.999507055066889,51.4574118
209.0,44.28,2,1,2.0,0,1.0,2.4,0,1,1,1910,12.900802598381224,50.8322159
325.0,59.0,2,6,2.414155260346322,0,2.5008447819779844,2.4,3,0,1,1999,13.31700466304679,50.67143105
689.0,53.0,2,4,2.0,1,2.0,10.0,5,0,2,1963,13.312588628484184,52.5137875
225.0,44.0,1,7,2.414155260346322,0,5.0,40.0,0,0,4,1910,12.926965688540507,50.820898850000006
405.0,74.0,4,5,2.0,0,3.0,40.0,3,1,2,1927,6.7230181,51.4668788
355.0,33.03,1,1,2.0,0,2.0,10.0,2,0,2,1911,11.0375818,50.9826694
920.0,67.78,2,1,3.0,1,2.0,10.0,1,0,1,2007,9.17231555005387,47.67066665
593.0,79.0,2,4,3.0,1,1.0,40.0,0,1,1,1905,12.379213364377248,51.334490200000005
412.5,66.0,2,1,2.0,1,3.0,40.0,3,0,2,1983,6.9404417,51.5291957
274.0,56.98,3,6,2.414155260346322,0,2.0,2.4,3,0,2,1980,11.963673118619312,51.44275045
1156.44,93.01,3,2,2.0,1,2.0,40.0,8,0,2,1964,13.3855413,52.4854093
420.0,53.47,2,1,2.0,1,2.0,2.4,3,0,2,2000,11.0764376,53.5106929
595.0,51.72,2,1,3.0,0,2.0,40.0,3,1,2,1997,13.6314351,52.4531087
1115.0,71.04,2,2,3.0,1,2.0,2.4,2,0,7,2018,8.6289348,50.1153853
495.0,70.0,2,6,2.0,0,3.0,2.4,2,0,2,1900,8.105454398200887,51.5706253
1380.0,149.0,4,3,3.0,0,10.0,40.0,1,0,3,1905,7.47801850496641,51.45644085
360.0,55.0,2,7,2.414155260346322,0,2.0,40.0,2,1,2,1956,7.205640106660583,51.1726017
370.0,61.04,3,6,2.414155260346322,0,2.5008447819779844,40.0,1,0,2,1972,11.36888,53.654412
1080.0,115.0,3,6,2.0,0,3.0,40.0,2,0,4,1993,9.941269069252224,51.563276
322.0,58.5,2,6,2.0,0,2.0,2.4,1,0,2,1928,12.91128417093833,50.87149975
340.0,54.24,2,1,2.0,0,2.0,2.4,1,0,10,1966,6.17761615449202,50.874733
296.43,55.93,3,1,2.0,0,5.0,2.4,5,0,1,1981,11.6256185,52.1518417
503.56,77.47,4,7,2.414155260346322,0,2.0,10.0,2,0,1,1978,13.7992974,51.0037919
800.0,100.15,2,5,2.0,0,3.0,40.0,2,0,12,1938,10.0235027,48.4015328
545.0,97.0,5,1,2.0,0,2.0,40.0,0,0,2,1976,10.09126897303356,52.64415195
345.0,53.4,2,1,2.414155260346322,0,2.5008447819779844,2.4,1,0,3,1974,9.9517163,53.3062717
395.0,60.0,1,1,1.0,0,1.0,2.4,0,0,10,1924,10.8538244,52.3442765
346.66,63.96,2,1,2.0,0,3.0,40.0,3,0,2,1993,7.175914617395232,51.59098535
895.0,71.7,2,2,3.0,1,2.0,40.0,1,0,1,2019,7.698667151295906,51.988027900000006
301.77,63.0,3,1,2.414155260346322,0,6.0,40.0,0,1,2,1957,13.829641,51.0001329
600.0,55.0,2,2,3.0,0,2.0,40.0,3,0,12,2020,9.8357479,48.623247
814.45,62.65,2,2,3.0,1,2.5008447819779844,40.0,2,0,1,2018,10.89146254934426,49.89321495
950.0,105.13,3,4,3.0,1,2.5008447819779844,40.0,1,0,2,2018,8.74879207876588,48.9361062
282.0,47.0,2,6,2.0,0,2.5008447819779844,2.4,1,1,2,1878,13.3303152,50.9116648
850.0,87.0,3,3,3.0,0,2.0,40.0,1,0,2,1938,9.988839491616687,48.38683345
399.21,76.04,3,1,2.414155260346322,0,1.0,40.0,0,0,2,1969,6.4234179,51.2389353
654.0,57.88,2,7,2.0,0,2.0,40.0,1,0,2,1970,9.7720549,53.5298239
1020.0,88.4,3,4,4.0,0,4.0,2.4,0,1,2,2013,7.032093200000001,50.8304998
548.8,98.0,4,7,2.0,0,1.0,40.0,0,1,4,1967,6.891543716593087,51.4820335
750.0,70.0,2,7,3.0,0,3.0,40.0,3,0,3,1960,10.3028629,53.9417355
180.0,36.0,2,1,2.0,0,1.0,40.0,0,1,2,1900,14.5277231,51.0709513
270.0,32.0,1,6,2.0,0,2.0,10.0,1,0,2,1874,13.820739861801895,51.04995735
795.0,110.0,3,7,3.0,0,3.0,40.0,3,0,4,1896,11.39945568059801,53.6360206
660.0,65.0,2,4,3.0,1,1.0,40.0,0,1,6,2012,12.142711,48.8254108
950.0,64.0,3,4,3.0,1,4.0,10.0,5,0,2,2009,9.070086365000002,48.514661700000005
445.0,45.74,2,7,2.414155260346322,0,2.0,40.0,3,0,2,1939,13.555125,52.4404275
320.48,59.68,2,1,2.0,0,2.5008447819779844,40.0,2,0,2,1996,14.6456577,52.1388368
725.0,24.05,1,2,3.0,1,7.0,40.0,6,1,7,2019,13.3093302,52.5118617
550.0,50.0,2,1,1.0,0,2.0,10.0,2,0,4,1966,9.7997897,53.6583844
450.0,75.0,3,6,2.0,0,2.0,1.0,1,0,10,1900,11.8531638,52.2697467
297.0,54.0,2,6,2.0,0,6.0,40.0,1,1,4,2008,14.4065636,51.8595126
940.0,100.0,4,1,2.0,0,2.0,2.4,2,1,2,1978,6.868278435916012,50.88196815
859.95,71.6,2,4,3.0,1,2.0,2.4,5,0,4,2016,8.5901204,53.5318364
748.0,84.0,3,2,3.0,1,2.0,40.0,3,0,7,2018,12.394931188947735,51.33273665
660.0,80.0,3,1,2.0,0,2.0,40.0,1,1,3,1962,7.456469525606493,51.4642719
320.0,29.0,1,5,2.0,0,2.0,2.4,2,1,2,1996,13.7722164,52.5120336
850.0,110.0,3,1,3.0,0,4.0,2.4,0,0,7,1997,6.317367075336828,50.78325715
269.0,58.42,3,6,2.414155260346322,0,2.5008447819779844,2.4,3,0,1,1963,13.2621784,51.3176886
590.0,78.0,2,1,2.0,0,3.0,2.4,2,0,2,1995,9.02449835,50.0324426
600.0,64.0,2,1,3.0,0,2.0,40.0,2,1,10,1939,9.7870172,52.3735202
700.0,83.26,3,1,3.0,0,5.0,40.0,1,0,2,1988,8.6752129453125,48.89522015
469.0,67.0,2,6,2.0,0,2.0,40.0,2,0,4,1900,13.7044002,51.0509022
780.0,78.0,3,1,3.0,0,1.0,40.0,0,1,4,1999,12.1721428,48.5775132
299.5,59.85,3,1,2.0,0,5.0,2.4,3,0,2,1987,13.2406991,51.5884196
309.17,76.87,3,1,2.0,1,2.0,40.0,4,1,2,1971,12.2531038,49.9466691
459.21,38.3,1,1,2.414155260346322,1,2.0,40.0,1,0,2,1986,6.8101959012394575,51.24775355
704.0,93.0,3,1,3.0,0,2.5008447819779844,40.0,1,0,7,1997,12.328271960054575,51.38206115
460.0,38.64,2,2,3.0,1,3.0,2.4,2,0,7,2019,11.4635928,48.8091113
900.0,87.0,2,1,2.0,0,6.0,40.0,0,0,4,1905,7.6617973,47.606059
339.0,41.64,2,3,2.414155260346322,0,2.0,40.0,2,0,1,1970,11.606561706215448,52.13815455
636.0,77.0,3,1,2.0,0,2.0,2.4,2,0,1,1966,7.018885356169113,51.10277165
450.0,86.14,3,1,2.0,0,2.5008447819779844,40.0,4,0,2,1997,12.3303807,51.6235703
649.0,58.93,2,1,2.414155260346322,0,2.0,40.0,3,0,2,1905,13.5797058,52.444487
239.99,46.6,2,7,3.0,0,1.0,40.0,2,1,1,1963,12.07325187544719,51.29720275
800.0,80.0,3,5,2.414155260346322,0,2.5008447819779844,40.0,3,0,2,1968,11.090698262630434,49.46986355
1350.0,105.0,4,4,3.0,0,2.0,40.0,1,1,2,2012,6.790516978336583,51.2699803
1290.0,140.0,5,2,3.0,0,5.0,40.0,1,0,12,2020,9.1278846,49.9531765
535.0,107.07,5,6,3.0,0,2.0,40.0,4,0,1,1930,12.9330199,50.8279916
195.0,55.58,2,1,2.414155260346322,0,2.5008447819779844,40.0,1,0,5,1983,11.0902809,53.0888183
535.4,62.62,2,1,2.0,1,2.0,40.0,3,1,1,1997,13.6965068,51.0770399
995.0,105.0,2,4,3.0,0,2.0,10.0,1,0,7,2015,9.9233312,49.8251683
308.0,56.0,2,6,2.0,0,3.0,40.0,3,0,2,1916,11.6598333,52.0868041
350.0,60.0,2,1,2.0,0,3.0,2.4,2,0,2,1880,8.8198305,53.4350662
393.0,65.36,2,1,2.414155260346322,0,2.5008447819779844,40.0,2,0,1,1950,6.956820023726857,51.4780737
430.0,86.0,3,5,3.0,0,4.0,10.0,2,0,7,1980,9.0175365,51.7376415
995.0,97.0,4,5,2.0,0,3.0,40.0,2,0,2,1982,10.995351404719267,49.634996650000005
235.0,45.4,2,6,3.0,0,2.5008447819779844,40.0,1,1,2,1930,12.9464115,50.8351016
1425.0,150.0,4,4,4.0,1,2.0,2.4,2,1,7,2010,8.6785849,50.5893291
490.0,87.0,2,1,2.0,0,3.0,40.0,3,0,10,1998,12.3741419,50.7283717
380.0,55.0,2,1,3.0,0,2.0,40.0,1,0,4,1911,7.678980063518519,51.53335645
515.0,64.0,2,5,2.414155260346322,0,2.0,40.0,2,1,10,1949,9.6576416,52.4103055
347.58,67.1,3,1,2.0,0,3.0,40.0,3,0,2,1998,7.313237884973287,51.22077945
1346.5,124.99,4,4,3.0,1,1.0,10.0,0,1,7,2014,9.221381,49.149641
420.0,60.0,2,5,2.0,0,2.0,40.0,2,1,2,1900,12.2939568,51.3549827
320.0,72.0,3,9,2.0,0,2.5008447819779844,40.0,1,0,10,1950,7.1109426,51.5346899
400.0,66.0,3,1,2.0,0,3.0,2.4,3,1,2,1910,12.526209579725087,50.624429500000005
420.0,77.0,4,1,2.0,0,3.0,40.0,2,1,10,1925,12.069528826037526,51.2999714
549.0,75.0,3,6,2.0,0,2.0,40.0,1,0,1,1984,7.018585845464726,51.45542635
630.0,79.6,2,1,3.0,1,2.0,40.0,3,0,2,2015,8.502384395267963,50.5607825
300.91,61.41,3,7,2.414155260346322,0,2.5008447819779844,40.0,3,0,1,1989,11.143139,51.7875097
343.0,50.3,2,6,2.414155260346322,0,2.0,40.0,3,0,2,1963,11.3893171,53.63338175
1190.0,119.0,4,6,3.0,1,2.0,40.0,1,0,2,1971,8.242673,48.7565276
377.0,55.72,2,6,2.0,0,2.5008447819779844,40.0,1,0,8,1935,13.6887952,51.0375038
241.0,40.0,1,5,2.0,0,2.0,40.0,2,0,2,1982,12.524113,52.4314887
580.0,86.0,3,1,2.0,0,2.0,40.0,1,0,2,1962,6.4166286,51.1631253
312.0,50.4,2,6,2.414155260346322,0,2.5008447819779844,40.0,1,1,2,1928,12.9439516,50.8149686
357.0,70.0,3,1,2.414155260346322,0,3.0,2.4,4,0,2,1912,10.3141564,50.9756594
400.0,79.0,4,7,2.0,0,2.5008447819779844,40.0,3,0,2,1970,14.256992,51.8283835
960.0,88.1,3,1,2.0,0,1.0,40.0,1,1,2,1910,13.028527944771026,52.3894587
426.0,53.25,2,1,2.0,0,2.0,40.0,2,0,2,1962,7.028282841284889,51.452771
1050.0,87.0,3,1,3.0,1,2.0,40.0,1,0,2,2009,9.387738393799282,47.716215250000005
385.0,84.0,3,5,3.0,0,2.0,10.0,2,0,2,1978,10.335978355413427,51.93490825000001
1200.0,100.0,3,2,4.0,1,3.0,40.0,2,1,4,2018,8.795886911141206,49.9711821
355.0,21.96,1,1,2.0,1,2.5008447819779844,10.0,5,0,2,1958,13.4419575,48.5711899
435.0,54.29,2,6,3.0,1,2.0,40.0,2,0,1,1961,9.475952278151617,54.8131259
355.0,48.9,2,6,2.0,0,2.5008447819779844,40.0,1,0,2,1913,13.69720824326319,51.0696239
720.0,108.0,4,1,2.0,1,2.0,2.4,1,0,2,1991,6.3805474,51.2016341
1575.0,105.0,3,5,4.0,1,4.0,2.4,2,1,7,1996,6.7618543770606045,51.2500578
695.0,42.51,2,2,2.414155260346322,0,3.0,40.0,4,0,2,2020,9.9255305,53.5508096
1240.0,95.0,4,4,3.0,1,3.0,40.0,4,1,7,2016,12.1524715,54.0839825
750.0,124.71,4,6,2.0,0,1.0,40.0,1,0,2,1981,9.711539701297143,50.873824600000006
475.0,60.0,2,8,3.0,0,3.0,40.0,2,0,7,2006,6.6669967,51.4409209
480.0,69.0,3,1,2.0,0,3.0,2.4,2,0,3,1994,13.0094193988673,48.7952744
490.0,86.0,3,1,2.0,0,3.0,40.0,2,0,4,1955,7.0082502838534335,51.47950175
485.0,80.0,3,1,2.0,0,2.0,40.0,3,0,2,1912,7.2336615,51.5376958
770.0,100.0,2,6,3.0,0,3.0,40.0,2,0,4,1932,13.8435792,51.01701215
690.0,105.0,3,3,3.0,0,2.0,2.4,2,1,2,1928,13.344282157481228,50.91064575
370.0,74.0,3,6,2.0,0,3.0,40.0,4,1,2,1900,11.9674804,51.2092615
360.0,55.0,2,7,2.414155260346322,0,2.0,40.0,2,1,2,1956,7.205640106660583,51.1726017
302.0,59.7,3,1,2.414155260346322,0,2.0,40.0,5,0,2,1970,13.0566115,54.3271293
299.0,63.29,3,1,2.414155260346322,0,2.0,40.0,3,0,2,1958,12.936199644911502,50.82587495
332.0,62.0,3,3,3.0,0,2.0,40.0,1,0,1,1924,6.7249589,51.40901555
900.0,60.0,3,3,3.0,0,5.0,40.0,0,0,4,1994,8.568786846367715,49.9742863
310.0,49.61,2,6,2.0,0,3.0,40.0,4,1,2,1930,12.3259443,51.3738333
1450.0,192.0,6,5,3.0,0,5.0,2.4,1,1,4,1924,7.199226251283537,51.60994825
850.0,93.0,3,1,2.0,0,1.0,10.0,1,1,2,1955,7.509929495667201,51.5136027
323.0,34.0,1,4,2.0,0,1.0,40.0,1,0,3,2015,8.253326656805019,50.06712535
450.0,75.0,3,1,2.0,1,2.0,10.0,2,0,1,1973,7.028837796173235,51.45091255
365.0,43.0,1,5,2.0,1,2.0,10.0,1,0,2,1999,9.01384131697998,48.25483425
399.0,52.24,2,1,2.0,1,2.0,40.0,0,0,2,1997,13.7507959,51.0214408
565.95,70.13,3,7,2.414155260346322,0,2.0,40.0,3,0,1,1961,10.535123659241984,52.2788697
780.0,69.0,2,1,2.0,1,2.5008447819779844,40.0,5,0,1,1972,8.5266245,50.1520344
360.0,64.61,3,5,2.0,0,1.0,40.0,0,0,2,1959,7.594355887923523,51.62180615
650.0,25.0,1,6,3.0,1,2.0,40.0,4,0,7,1883,7.8425588,47.989088
309.55,64.49,4,3,2.0,0,2.5008447819779844,40.0,5,0,4,1985,11.9243287,51.4664987
642.26,75.56,3,2,4.0,1,3.0,40.0,5,0,7,1900,12.309859656711373,51.3493612
610.0,70.0,2,1,2.414155260346322,1,2.5008447819779844,2.4,5,0,2,1972,13.385364784062675,52.4566162
639.5,98.39,4,3,3.0,1,2.0,2.4,1,0,2,1900,12.9235306,50.8245471
325.0,30.07,1,1,3.0,0,3.0,40.0,2,0,6,2017,13.734044125454238,51.0665243
540.0,72.0,2,5,3.0,1,2.0,2.4,6,0,2,1973,12.9575641,48.842048
720.0,75.0,3,1,2.414155260346322,0,6.0,10.0,0,0,10,1911,9.195249438823426,49.121158300000005
1450.0,58.94,2,2,3.0,1,2.0,40.0,1,1,7,2019,13.3583647,52.5018885
360.0,36.0,1,2,3.0,0,10.0,10.0,0,0,4,1954,7.462882300938135,51.52613535
220.0,35.7,2,6,2.0,0,3.0,2.4,1,0,2,1997,11.316813982119726,50.78706095
340.0,62.0,1,1,2.0,0,2.0,40.0,2,0,2,1955,7.4617539,51.3731659
500.0,45.0,2,1,2.0,0,2.0,40.0,3,1,2,1954,9.7549863,53.5813545
880.0,74.0,3,1,3.0,1,2.0,10.0,7,0,1,1964,8.632089098600463,50.162244400000006
306.06,32.6,1,7,2.414155260346322,1,2.0,40.0,5,0,1,1989,13.5870849,52.5493543
174.0,28.0,1,7,2.0,0,2.0,40.0,4,0,1,1976,12.0611344,54.1572746
320.0,41.0,2,1,2.414155260346322,0,2.0,10.0,2,0,2,1925,13.717538,51.0779794
338.0,65.45,4,7,2.0,1,2.0,40.0,2,0,2,1978,11.9265677,51.4687786
415.0,70.0,3,1,2.0,0,2.0,40.0,1,1,3,1965,9.9257764,52.1412538
370.0,61.91,2,3,3.0,0,5.0,2.4,1,0,2,1995,12.2116419,51.5579135
280.0,51.4,2,1,2.0,1,2.0,2.4,2,0,2,2006,9.2313757,54.7652806
720.0,60.0,2,6,2.0,0,2.0,10.0,1,0,2,1929,13.2902755,52.4828699
690.0,50.63,2,2,3.0,1,2.0,10.0,2,0,7,2018,10.2326931,53.6696338
320.0,58.0,3,1,2.0,0,2.0,40.0,1,0,2,1960,11.3595307,53.8017375
258.5,47.0,2,6,2.414155260346322,0,5.0,40.0,2,0,1,1962,12.5005863,50.7376711
569.0,72.78,3,1,2.0,1,2.0,40.0,2,0,2,1987,6.957476064584926,51.6774291
851.84,88.0,3,4,3.0,0,7.0,2.4,2,0,7,2016,6.1260089,50.8263693
400.0,57.95,2,7,2.0,0,2.0,40.0,3,1,2,1903,12.327826510855822,51.32142935
330.0,71.0,3,6,2.0,0,1.0,40.0,1,1,2,1920,12.732825444893113,50.7877245
300.0,62.49,2,6,2.414155260346322,0,2.5008447819779844,40.0,3,0,2,1900,12.9373326,50.8188519
402.0,55.79,2,6,2.414155260346322,1,2.0,40.0,3,0,1,1966,10.1899298,54.3390233
298.0,59.64,2,3,2.414155260346322,0,2.0,10.0,1,0,2,1994,10.728520354770712,53.3808715
378.0,58.18,2,8,2.0,0,2.5008447819779844,2.4,4,0,2,1995,11.9611107,51.4985708
490.0,68.0,2,1,2.0,0,3.0,40.0,3,0,7,1970,6.130095923798087,50.795240500000006
545.0,68.0,3,7,2.0,0,6.0,40.0,0,0,2,2005,9.96004049691012,52.1510339
1090.0,60.0,2,7,2.414155260346322,1,2.0,2.4,2,0,2,2007,7.0056901,50.9726629
370.0,78.0,3,1,2.0,1,2.0,40.0,4,0,2,1977,7.094590116678203,51.55596325
395.0,62.0,2,8,2.0,0,2.0,2.4,3,1,4,1974,6.9570456,51.3249898
330.0,65.0,2,1,2.0,1,2.0,2.4,1,0,2,1993,12.7507617,51.3701898
1100.0,105.0,3,1,2.0,0,2.0,10.0,0,0,2,1976,12.085808449999996,49.0388724
315.0,60.0,2,5,2.0,0,3.0,40.0,3,1,4,1890,13.4594687,51.1438198
590.0,74.0,2,6,3.0,1,2.0,40.0,2,0,2,1976,10.1733778,47.9799802
511.35,68.18,2,3,2.0,0,2.0,40.0,0,0,1,1870,6.855184,51.4700105
715.0,70.0,3,5,2.414155260346322,0,2.0,40.0,2,0,2,1958,9.3402863,48.7382584
579.0,60.0,2,1,2.0,0,2.0,40.0,3,0,2,1997,13.5943639,52.4482769
570.0,87.0,3,4,3.0,0,3.0,40.0,1,1,2,1954,9.2240147,52.782295
246.22,39.0,1,1,2.0,0,3.0,40.0,2,0,10,1956,6.818332592890958,51.43616405
460.0,92.0,4,5,2.0,0,2.0,2.4,4,0,2,1988,8.5805725,53.5569946
699.0,95.88,3,3,2.414155260346322,0,2.0,40.0,2,0,2,1900,11.604251,52.1126244
665.0,107.35,3,1,2.0,0,2.0,10.0,3,0,2,1952,6.7874081,51.5300069
1250.0,140.0,5,1,3.0,0,2.0,2.4,1,0,2,2004,8.576714647265359,49.703340100000005
449.0,74.0,2,1,2.0,0,2.0,40.0,1,0,2,1991,6.3391314,51.2528038
280.0,44.0,2,1,2.0,0,3.0,2.4,2,0,2,1928,12.5918532,51.2773627
305.0,49.7,2,5,2.0,0,1.0,40.0,0,0,1,1976,14.1132733,51.2908595
860.0,140.0,4,1,2.0,0,2.0,40.0,1,0,2,1975,6.44501,51.1931885
441.0,60.47,3,7,2.0,0,2.5008447819779844,2.4,1,0,2,1900,11.31837008555046,50.9905844
1150.0,91.11,4,3,3.0,0,5.0,2.4,1,0,4,1976,9.1245339,49.9805914
